recipient_type,year,number_of_forms_1042s,u_s_tax_withheld,total_u_s_source_income,interest,dividends,rents_royalties,socialsecurity,personal_services_income,notional_principal_contract,af_change,WFP,ForCorp,ForIndiv,ForGovt,ForPart,int_share_of_total_income,share_of_total_interest,share_of_total_income,share_of_total_forms,non_int_income,share_of_nonint_inc
Partnerships and trusts,2019,184442,869572,32028557,14528010,12065956,889985,0,374905,1371,1,0,0,0,0,1,0.4535955210220679,0.031125866064093625,0.033049340716897635,0.026332113680287005,17500547,0.0348364600252023
Partnerships and trusts,2020,160805,822689,28250101,13511169,10757962,462461,0,86149,786,1,0,0,0,0,1,0.47826975910634795,0.033916395852239586,0.03228228379134004,0.019359131543616404,14738932,0.03091677880666955
Partnerships and trusts,2021,161252,1048220,60406885,14229212,13498151,638571,0,135167,25952850,1,0,0,0,0,1,0.23555612907369747,0.04584336399050676,0.0748097662366026,0.018139290701223096,46177673,0.09289681496594743
Partnerships and trusts,2022,188176,1289556,57117966,37483147,13592934,937452,0,522912,51,1,0,0,0,0,1,0.6562409277669307,0.07714621220385805,0.05549720357879777,0.013488417834736775,19634819,0.03613773363317677
U.S. branches treated as U.S. persons,2015,2241,22283,14017617,6988793,2839852,14029,0,2823,2747578,0,0,0,0,0,0,0.49857211821381625,0.02207248171508863,0.020157978937390863,4.487214142833973e-4,7028824,0.018557520865615202
U.S. branches treated as U.S. persons,2016,2155,55268,16062185,8289159,2967327,19660,0,31048,1865193,0,0,0,0,0,0,0.5160667119697601,0.025484569462967597,0.02195504711728207,3.899228025226467e-4,7773026,0.019129726461109678
U.S. branches treated as U.S. persons,2017,3233,83602,29637382,18840134,5133284,73724,0,6105,1459768,0,0,0,0,0,0,0.6356881994502753,0.0505775947079933,0.03947338113815119,5.524387016033025e-4,10797248,0.02853999953341067
U.S. branches treated as U.S. persons,2018,1402,96937,49530521,34620844,7304910,12555,0,29965,1083204,1,0,0,0,0,0,0.698980008710185,0.07933303470131162,0.054373672831290805,2.1916585039632753e-4,14909677,0.031419913885190845
U.S. branches treated as U.S. persons,2019,2195,52324,50897523,33981893,7365011,21597,0,27028,1255051,1,0,0,0,0,0,0.6676531783285407,0.07280528097945697,0.05251968046119386,3.1337216863962643e-4,16915630,0.03367212855095973
U.S. branches treated as U.S. persons,2020,2117,13546,63548888,25092061,8604577,2845,0,49669,24960570,1,0,0,0,0,0,0.39484657859001404,0.0629873161696477,0.07261932398188889,2.548632286174928e-4,38456827,0.08066807106277153
U.S. branches treated as U.S. persons,2021,1857,14558,23128500,8652012,7198129,4649,0,29461,688710,1,0,0,0,0,0,0.3740844412737532,0.027874863018853918,0.028643054155221927,2.0889454290285572e-4,14476488,0.02912272402926753
U.S. branches treated as U.S. persons,2022,2640,3001,50520853,35394870,6510017,79281,0,24762,643641,1,0,0,0,0,0,0.7005992159316866,0.07284820967535008,0.04908728829586677,1.8923466905293495e-4,15125983,0.027839255589468898
Withholding foreign partnerships and trusts,2015,3052,9356,2301429,1010758,343520,15186,0,1813,709931,0,1,0,0,0,1,0.4391871311259222,0.0031922447085468908,0.003309560912379081,6.111101099477593e-4,1290671,0.0034076331991161595
Withholding foreign partnerships and trusts,2016,3141,7824,3079290,1106371,613934,27724,0,3257,688478,0,1,0,0,0,1,0.3592941879459226,0.003401477592758556,0.004209013719974929,5.683283168091106e-4,1972919,0.004855432208759632
Withholding foreign partnerships and trusts,2017,4045,7179,3712793,1346648,1082983,27956,0,27956,264191,0,1,0,0,0,1,0.36270484241917067,0.003615166259344533,0.004944987825714828,6.91189158053003e-4,2366145,0.006254350849029492
Withholding foreign partnerships and trusts,2018,4776,36051,3790386,1824553,1001186,60225,0,42631,70944,1,1,0,0,0,1,0.48136337565619963,0.004180930033461409,0.004161014342415357,7.466020695384167e-4,1965833,0.00414269897145769
Withholding foreign partnerships and trusts,2019,5993,7492,6256318,2764691,1857318,33949,0,39530,103536,1,1,0,0,0,1,0.4419038482378933,0.005923275230028412,0.006455713418973561,8.555988185226794e-4,3491627,0.006950407002044965
Withholding foreign partnerships and trusts,2020,9806,16596,6046545,2800282,1932607,118462,0,12143,178185,1,1,0,0,0,1,0.4631210054667583,0.007029404547445241,0.006909578186892433,0.001180533216732704,3246263,0.0068094482774786885
Withholding foreign partnerships and trusts,2021,7235,6633,9359800,2856930,3813862,45027,0,4358,167941,1,1,0,0,0,1,0.305234086198423,0.009204394585265754,0.01159146759547944,8.138675379117722e-4,6502870,0.013081991185168871
Withholding foreign partnerships and trusts,2022,9115,8618,14036522,6848839,4238567,166058,0,24509,78735,1,1,0,0,0,1,0.48792991597206203,0.01409598790742034,0.013638225824993026,6.533613668248114e-4,7187683,0.01322887538172432
Withholding rate pools (general),2015,35724,4724935,86960654,42111617,35632878,191911,0,438,0,0,0,0,0,0,0,0.48426058295283747,0.13299977495760934,0.12505342610757125,0.007153111916046446,44849037,0.11841055344823662
Withholding rate pools (general),2016,40192,4936901,86838917,45138571,36020295,70597,0,0,0,0,0,0,0,0,0,0.51979656770708,0.13877608670657599,0.11869820415770002,0.00727228644036669,41700346,0.10262621176278441
Withholding rate pools (general),2017,27411,5000023,92027890,48127480,37483176,66348,0,0,0,0,0,0,0,0,0,0.5229662442548666,0.12920142594299242,0.1225699347300599,0.004683853154855591,43900410,0.11604046521081456
Withholding rate pools (general),2018,34328,5973618,113768550,53840482,49414290,115417,0,15913,0,1,0,0,0,0,0,0.47324574322165486,0.12337448581095666,0.1248929708651833,0.0053662805366655715,59928068,0.12628943845435828
Withholding rate pools (general),2019,29941,5615994,97378603,50246054,40475938,195664,0,13852,0,1,0,0,0,0,0,0.5159865971788484,0.10765080331395806,0.10048216125011533,0.004274567699881118,47132549,0.09382170506581243
Withholding rate pools (general),2020,29174,6030302,116904813,67436595,41923353,41654,0,7049,471,1,0,0,0,0,0,0.5768504586718769,0.1692826320910619,0.13359082680233736,0.003512224766975312,49468218,0.10376585995960286
Withholding rate pools (general),2021,32932,6738946,106109221,53852276,44809151,123811,0,13633,0,1,0,0,0,0,0,0.5075174003963331,0.17350008492284966,0.13140896138839145,0.0037045315492067014,52256945,0.10512664313662344
Withholding rate pools (general),2022,37365,7707526,111490877,54470949,50455545,287041,0,12081,0,1,0,0,0,0,0,0.48856866557790196,0.11210978071023571,0.10832724502213019,0.002678315685288983,57019928,0.10494473974254195
Withholding rate pools (tax-exempt),2015,1092,4098,19279065,12027563,7056675,1926,0,5,0,0,0,0,0,0,0,0.6238665101238052,0.03798626807155062,0.027724183518681486,2.1865407603635425e-4,7251502,0.019145435946617866
Withholding rate pools (tax-exempt),2016,924,2548,13910057,6699459,6904905,192,0,3,0,0,0,0,0,0,0,0.4816269983652835,0.020597123091715748,0.019013350726509455,1.671873176477613e-4,7210598,0.01774556876061196
Withholding rate pools (tax-exempt),2017,725,2100,10855839,4468047,6146583,0,0,0,0,0,0,0,0,0,0,0.41158007225420346,0.011994769798466686,0.0144586546281789,1.23884336115804e-4,6387792,0.016884634001138477
Withholding rate pools (tax-exempt),2018,869,4814,16572585,9934072,6161886,1,0,0,0,1,0,0,0,0,0,0.5994280312938507,0.022763745410173366,0.01819307159637504,1.3584530955378646e-4,6638513,0.013989673068418581
Withholding rate pools (tax-exempt),2019,901,1129,16561881,7176149,7967501,2,0,0,0,1,0,0,0,0,0,0.43329311447171975,0.015374703942933643,0.01708972552468453,1.28632493824284e-4,9385732,0.0186831690246746
Withholding rate pools (tax-exempt),2020,836,1420,17295969,7791551,8079041,0,0,0,0,1,0,0,0,0,0,0.4504836358113269,0.01955873159597909,0.01976465074245999,1.006450916977912e-4,9504418,0.01993672194105574
Withholding rate pools (tax-exempt),2021,885,1607,12593580,4826309,6562968,5,0,0,0,1,0,0,0,0,0,0.383235664521129,0.015549296771856283,0.015596281382195981,9.955394209425272e-5,7767271,0.01562561926577308
Withholding rate pools (tax-exempt),2022,929,21396,16437238,6591175,8677228,224,0,0,0,1,0,0,0,0,0,0.40099042187014633,0.013565674867768282,0.0159708198215453,6.659053316294568e-5,9846063,0.018121603363365733
